order_id,order_date,city,region_name,federal_district,category,channel,quantity,price,discount,revenue,delivery_days,returned,rating
ORD-2025-00087,2025-01-13,Красногорск,Московская область,Центральный,Электроника,partner,1,17070,0.05,16216,2,False,4.5
ORD-2025-01564,2025-01-13,Москва,Москва,Центральный,Хобби и спорт,web,1,3240,0.05,3078,3,False,4.4
ORD-2025-02520,2025-01-13,Первоуральск,Свердловская область,Уральский,Авто,partner,1,16210,0.0,16210,2,False,4.4
ORD-2025-05224,2025-01-13,Южноуральск,Челябинская область,Уральский,Электроника,web,1,32920,0.0,32920,4,False,4.8
ORD-2025-00286,2025-01-13,Юрьев-Польский,Владимирская область,Центральный,Детские товары,web,1,5550,0.0,5550,1,False,4.9
ORD-2025-00457,2025-01-13,Екатеринбург,Свердловская область,Уральский,Детские товары,mobile_app,1,2830,0.15,2406,2,False,4.4
ORD-2025-00297,2025-01-13,Новая Ляля,Свердловская область,Уральский,Одежда,mobile_app,1,2490,0.0,2490,3,False,4.5
ORD-2025-01176,2025-01-13,Касли,Челябинская область,Уральский,Электроника,mobile_app,1,28700,0.0,28700,4,False,4.3
ORD-2025-05698,2025-01-13,Уфа,Республика Башкортостан,Приволжский,Детские товары,mobile_app,1,4500,0.0,4500,3,False,5.0
ORD-2025-04214,2025-01-13,Щелково,Московская область,Центральный,Услуги,mobile_app,1,9850,0.0,9850,1,False,5.0
ORD-2025-01521,2025-01-13,Каменск-Шахтинский,Ростовская область,Южный,Авто,mobile_app,3,13070,0.0,39210,6,False,4.0
ORD-2025-03078,2025-01-13,Нижний Новгород,Нижегородская область,Приволжский,Дом и ремонт,mobile_app,1,7610,0.1,6849,2,False,4.4
ORD-2025-03951,2025-01-13,Бакал,Челябинская область,Уральский,Авто,mobile_app,1,16350,0.0,16350,5,True,3.5
ORD-2025-02428,2025-01-13,Нягань,Тюменская область,Уральский,Дом и ремонт,web,1,8670,0.0,8670,3,False,4.7
ORD-2025-04882,2025-01-13,Орехово-Зуево,Московская область,Центральный,Электроника,web,1,13670,0.0,13670,4,True,4.0
ORD-2025-05438,2025-01-13,Новосибирск,Новосибирская область,Сибирский,Авто,web,1,8020,0.0,8020,6,False,4.6
ORD-2025-03907,2025-01-13,Электросталь,Московская область,Центральный,Детские товары,mobile_app,1,3200,0.0,3200,2,False,4.5
ORD-2025-04490,2025-01-13,Йошкар-Ола,Республика Марий Эл,Приволжский,Дом и ремонт,mobile_app,1,4480,0.0,4480,6,False,4.5
ORD-2025-01100,2025-01-13,Краснотурьинск,Свердловская область,Уральский,Услуги,partner,1,13240,0.05,12578,7,False,3.5
ORD-2025-05658,2025-01-13,Ногинск,Московская область,Центральный,Одежда,mobile_app,1,2920,0.0,2920,3,False,3.9
ORD-2025-04784,2025-01-13,Терек,Кабардино-Балкарская Республика,Северо-Кавказский,Электроника,partner,1,19820,0.0,19820,7,False,4.6
ORD-2025-02007,2025-01-13,Данилов,Ярославская область,Центральный,Одежда,web,2,8660,0.0,17320,2,False,4.9
ORD-2025-02893,2025-01-13,Краснослободск,Республика Мордовия,Приволжский,Одежда,partner,1,8900,0.0,8900,2,False,5.0
ORD-2025-00645,2025-01-13,Москва,Москва,Центральный,Авто,mobile_app,1,23420,0.05,22249,1,False,4.7
ORD-2025-00795,2025-01-13,Сим,Челябинская область,Уральский,Детские товары,web,1,8530,0.0,8530,3,False,4.8
ORD-2025-01415,2025-01-13,Шахты,Ростовская область,Южный,Хобби и спорт,mobile_app,1,6420,0.0,6420,3,False,4.3
ORD-2025-05503,2025-01-13,Сатка,Челябинская область,Уральский,Дом и ремонт,mobile_app,2,5590,0.0,11180,4,False,5.0
ORD-2025-04510,2025-01-13,Хабаровск,Хабаровский край,Дальневосточный,Авто,partner,1,41230,0.1,37107,7,True,3.5
ORD-2025-01829,2025-01-13,Красногорск,Московская область,Центральный,Электроника,mobile_app,1,16480,0.1,14832,2,False,5.0
ORD-2025-04365,2025-01-13,Югорск,Тюменская область,Уральский,Услуги,partner,1,16720,0.0,16720,4,False,4.3
ORD-2025-01430,2025-01-13,Рязань,Рязанская область,Центральный,Одежда,mobile_app,1,3620,0.0,3620,5,False,3.9
ORD-2025-02710,2025-01-13,Вологда,Вологодская область,Северо-Западный,Хобби и спорт,mobile_app,1,5730,0.0,5730,4,False,4.5
ORD-2025-05386,2025-01-13,Улан-Удэ,Республика Бурятия,Дальневосточный,Детские товары,mobile_app,2,1330,0.0,2660,7,False,4.2
ORD-2025-05744,2025-01-13,Апатиты,Мурманская область,Северо-Западный,Хобби и спорт,mobile_app,1,2490,0.0,2490,4,False,4.5
ORD-2025-03361,2025-01-13,Корсаков,Сахалинская область,Дальневосточный,Услуги,mobile_app,1,7310,0.0,7310,5,False,4.9
ORD-2025-03485,2025-01-13,Уссурийск,Приморский край,Дальневосточный,Одежда,mobile_app,1,10530,0.0,10530,9,False,4.3
ORD-2025-04603,2025-01-13,Волжский,Волгоградская область,Южный,Дом и ремонт,mobile_app,1,16620,0.0,16620,4,False,4.6
ORD-2025-04763,2025-01-13,Москва,Москва,Центральный,Детские товары,call_center,1,1590,0.0,1590,1,False,4.2
ORD-2025-03550,2025-01-13,Кременки,Калужская область,Центральный,Электроника,mobile_app,3,12220,0.0,36660,5,True,3.8
ORD-2025-05577,2025-01-14,Сызрань,Самарская область,Приволжский,Электроника,call_center,1,10870,0.05,10326,2,False,4.1
ORD-2025-02813,2025-01-14,Кострома,Костромская область,Центральный,Детские товары,mobile_app,1,5670,0.05,5386,1,False,4.6
ORD-2025-02662,2025-01-14,Майский,Кабардино-Балкарская Республика,Северо-Кавказский,Детские товары,mobile_app,1,2140,0.05,2033,3,False,4.9
ORD-2025-01298,2025-01-14,Котельники,Московская область,Центральный,Дом и ремонт,mobile_app,1,9420,0.0,9420,5,False,4.3
ORD-2025-03425,2025-01-14,Канск,Красноярский край,Сибирский,Авто,mobile_app,1,15830,0.0,15830,5,False,4.4
ORD-2025-05552,2025-01-14,Среднеуральск,Свердловская область,Уральский,Дом и ремонт,mobile_app,1,5090,0.1,4581,3,False,4.9
ORD-2025-05880,2025-01-14,Изобильный,Ставропольский край,Северо-Кавказский,Электроника,mobile_app,1,24390,0.05,23170,4,False,4.8
ORD-2025-04655,2025-01-14,Ярославль,Ярославская область,Центральный,Электроника,web,1,34600,0.0,34600,3,False,4.6
ORD-2025-05369,2025-01-14,Новая Ляля,Свердловская область,Уральский,Услуги,web,2,9820,0.0,19640,7,False,4.3
ORD-2025-03438,2025-01-14,Дмитров,Московская область,Центральный,Авто,mobile_app,1,20100,0.0,20100,1,False,5.0
ORD-2025-01161,2025-01-14,Ногинск,Московская область,Центральный,Хобби и спорт,mobile_app,2,6770,0.15,11509,5,False,4.4
ORD-2025-02786,2025-01-14,Мурманск,Мурманская область,Северо-Западный,Дом и ремонт,mobile_app,2,12330,0.0,24660,4,False,5.0
ORD-2025-03679,2025-01-14,Пушкино,Московская область,Центральный,Детские товары,mobile_app,1,4510,0.0,4510,4,False,4.9
ORD-2025-01305,2025-01-14,Лосино-Петровский,Московская область,Центральный,Услуги,web,1,5740,0.0,5740,4,False,5.0
ORD-2025-05808,2025-01-14,Сенгилей,Ульяновская область,Приволжский,Хобби и спорт,mobile_app,1,3590,0.0,3590,2,False,4.4
ORD-2025-01621,2025-01-14,Симферополь,Республика Крым,Южный,Одежда,mobile_app,1,5290,0.0,5290,5,False,4.2
ORD-2025-00673,2025-01-14,Вельск,Архангельская область,Северо-Западный,Авто,partner,1,18920,0.0,18920,3,True,3.5
ORD-2025-02612,2025-01-14,Чистополь,Республика Татарстан,Приволжский,Детские товары,mobile_app,1,3300,0.1,2970,4,False,4.7
ORD-2025-05786,2025-01-14,Санкт-Петербург,Санкт-Петербург,Северо-Западный,Услуги,mobile_app,1,8060,0.05,7657,1,False,4.1
ORD-2025-05739,2025-01-14,Бирюсинск,Иркутская область,Сибирский,Электроника,web,3,8110,0.05,23114,7,False,4.8
ORD-2025-02410,2025-01-14,Пущино,Московская область,Центральный,Электроника,mobile_app,4,26610,0.0,106440,2,False,4.6
ORD-2025-02421,2025-01-14,Ялуторовск,Тюменская область,Уральский,Детские товары,web,1,3990,0.0,3990,4,False,4.9
ORD-2025-01481,2025-01-14,Тамбов,Тамбовская область,Центральный,Одежда,mobile_app,1,5340,0.05,5073,2,False,5.0
ORD-2025-05762,2025-01-14,Тобольск,Тюменская область,Уральский,Электроника,web,1,14210,0.05,13500,3,False,4.7
ORD-2025-05325,2025-01-14,Боготол,Красноярский край,Сибирский,Дом и ремонт,mobile_app,1,3270,0.0,3270,4,False,4.5
ORD-2025-04399,2025-01-14,Краснослободск,Волгоградская область,Южный,Авто,mobile_app,3,9700,0.0,29100,3,False,4.4
ORD-2025-01494,2025-01-14,Красноярск,Красноярский край,Сибирский,Дом и ремонт,mobile_app,1,8650,0.0,8650,8,False,4.1
ORD-2025-01916,2025-01-14,Ангарск,Иркутская область,Сибирский,Услуги,mobile_app,1,6480,0.0,6480,3,False,4.4
ORD-2025-05453,2025-01-14,Петров Вал,Волгоградская область,Южный,Детские товары,web,1,1250,0.0,1250,2,True,3.7
ORD-2025-01963,2025-01-14,Первоуральск,Свердловская область,Уральский,Дом и ремонт,web,2,4570,0.15,7769,4,False,5.0
ORD-2025-05346,2025-01-14,Тында,Амурская область,Дальневосточный,Детские товары,mobile_app,2,2680,0.0,5360,6,False,4.9
ORD-2025-02028,2025-01-14,Морозовск,Ростовская область,Южный,Электроника,mobile_app,2,18970,0.0,37940,7,False,4.5
ORD-2025-05238,2025-01-14,Лобня,Московская область,Центральный,Электроника,partner,1,17110,0.0,17110,4,False,4.6
ORD-2025-05256,2025-01-15,Ростов-на-Дону,Ростовская область,Южный,Хобби и спорт,web,1,9250,0.05,8788,5,False,5.0
ORD-2025-04060,2025-01-15,Карасук,Новосибирская область,Сибирский,Электроника,web,1,18070,0.0,18070,9,False,4.5
ORD-2025-03104,2025-01-15,Наро-Фоминск,Московская область,Центральный,Услуги,mobile_app,1,11330,0.0,11330,2,False,5.0
ORD-2025-03854,2025-01-15,Макарьев,Костромская область,Центральный,Одежда,web,1,1910,0.0,1910,5,True,4.5
ORD-2025-01800,2025-01-15,Ханты-Мансийск,Тюменская область,Уральский,Одежда,partner,3,4550,0.05,12968,3,True,3.8
ORD-2025-05977,2025-01-15,Ногинск,Московская область,Центральный,Детские товары,call_center,1,2350,0.1,2115,2,False,4.2
ORD-2025-03465,2025-01-15,Михайловка,Волгоградская область,Южный,Дом и ремонт,mobile_app,1,8020,0.0,8020,5,False,3.6
ORD-2025-03081,2025-01-15,Красноармейск,Московская область,Центральный,Детские товары,call_center,1,5520,0.0,5520,2,False,4.7
ORD-2025-04588,2025-01-15,Мариинский Посад,Чувашская Республика,Приволжский,Авто,partner,2,21400,0.0,42800,5,False,4.4
ORD-2025-05180,2025-01-15,Дедовск,Московская область,Центральный,Электроника,web,2,13410,0.0,26820,3,False,4.9
ORD-2025-05225,2025-01-15,Сортавала,Республика Карелия,Северо-Западный,Услуги,web,1,13080,0.0,13080,5,False,5.0
ORD-2025-03442,2025-01-15,Стародуб,Брянская область,Центральный,Хобби и спорт,web,1,4150,0.1,3735,6,False,4.5
ORD-2025-00082,2025-01-15,Ижевск,Удмуртская Республика,Приволжский,Дом и ремонт,mobile_app,2,6890,0.0,13780,3,False,4.5
ORD-2025-01682,2025-01-15,Воронеж,Воронежская область,Центральный,Одежда,web,1,4890,0.05,4646,3,True,3.9
ORD-2025-00079,2025-01-15,Ростов-на-Дону,Ростовская область,Южный,Услуги,mobile_app,2,6680,0.15,11356,3,False,4.0
ORD-2025-05162,2025-01-15,Череповец,Вологодская область,Северо-Западный,Дом и ремонт,web,1,5370,0.0,5370,3,False,5.0
ORD-2025-03443,2025-01-15,Соль-Илецк,Оренбургская область,Приволжский,Детские товары,mobile_app,3,2290,0.05,6526,2,False,4.4
ORD-2025-03075,2025-01-15,Лермонтов,Ставропольский край,Северо-Кавказский,Детские товары,mobile_app,3,2890,0.05,8236,4,False,4.6
ORD-2025-00073,2025-01-15,Кинешма,Ивановская область,Центральный,Услуги,mobile_app,1,16960,0.0,16960,5,False,3.7
ORD-2025-00338,2025-01-15,Севастополь,Севастополь,Южный,Детские товары,mobile_app,2,2140,0.0,4280,6,False,4.2
ORD-2025-03999,2025-01-15,Ялуторовск,Тюменская область,Уральский,Электроника,mobile_app,1,13430,0.0,13430,2,True,3.1
ORD-2025-01051,2025-01-15,Дмитриев-Льговский,Курская область,Центральный,Дом и ремонт,web,1,5500,0.0,5500,3,False,4.6
ORD-2025-01085,2025-01-15,Рыбинск,Ярославская область,Центральный,Дом и ремонт,web,1,10350,0.0,10350,4,False,5.0
ORD-2025-03688,2025-01-15,Краснокамск,Пермский край,Приволжский,Электроника,partner,1,22250,0.0,22250,4,False,4.5
ORD-2025-01351,2025-01-15,Благовещенск,Амурская область,Дальневосточный,Детские товары,mobile_app,1,2590,0.0,2590,6,False,4.2
ORD-2025-01020,2025-01-15,Уссурийск,Приморский край,Дальневосточный,Авто,mobile_app,1,24090,0.0,24090,5,False,4.3
ORD-2025-01591,2025-01-15,Южноуральск,Челябинская область,Уральский,Хобби и спорт,web,1,11280,0.0,11280,5,False,4.8
ORD-2025-03561,2025-01-15,Казань,Республика Татарстан,Приволжский,Хобби и спорт,web,2,3460,0.0,6920,1,True,3.8
ORD-2025-05433,2025-01-15,Шебекино,Белгородская область,Центральный,Детские товары,mobile_app,1,2030,0.15,1726,2,False,4.5
ORD-2025-05467,2025-01-15,Саратов,Саратовская область,Приволжский,Одежда,mobile_app,1,2900,0.1,2610,4,False,5.0
ORD-2025-05415,2025-01-15,Алейск,Алтайский край,Сибирский,Электроника,mobile_app,1,34130,0.1,30717,5,False,5.0
ORD-2025-02886,2025-01-15,Россошь,Воронежская область,Центральный,Авто,web,2,12000,0.0,24000,3,False,4.9
ORD-2025-05024,2025-01-15,Кстово,Нижегородская область,Приволжский,Электроника,mobile_app,1,16770,0.1,15093,4,False,4.3
ORD-2025-02577,2025-01-15,Махачкала,Республика Дагестан,Северо-Кавказский,Авто,mobile_app,1,24810,0.0,24810,5,False,4.9
ORD-2025-01385,2025-01-15,Волхов,Ленинградская область,Северо-Западный,Электроника,mobile_app,1,14020,0.0,14020,1,False,4.6
ORD-2025-04685,2025-01-15,Инта,Республика Коми,Северо-Западный,Одежда,mobile_app,1,3040,0.0,3040,4,False,4.9
ORD-2025-05511,2025-01-15,Гурьевск,Кемеровская область - Кузбасс,Сибирский,Дом и ремонт,partner,1,18880,0.1,16992,4,False,5.0
ORD-2025-05403,2025-01-15,Находка,Приморский край,Дальневосточный,Дом и ремонт,mobile_app,1,4580,0.1,4122,8,False,3.9
ORD-2025-01491,2025-01-15,Надым,Тюменская область,Уральский,Одежда,mobile_app,1,3140,0.1,2826,5,True,3.6
ORD-2025-03706,2025-01-15,Пенза,Пензенская область,Приволжский,Электроника,partner,1,9380,0.05,8911,4,True,4.2
ORD-2025-01465,2025-01-16,Малоярославец,Калужская область,Центральный,Электроника,mobile_app,1,25880,0.05,24586,4,False,4.0
ORD-2025-02739,2025-01-16,Чусовой,Пермский край,Приволжский,Электроника,mobile_app,1,17990,0.1,16191,4,False,4.2
ORD-2025-03193,2025-01-16,Петропавловск-Камчатский,Камчатский край,Дальневосточный,Детские товары,mobile_app,1,4960,0.0,4960,11,False,3.9
ORD-2025-03961,2025-01-16,Обнинск,Калужская область,Центральный,Услуги,mobile_app,1,14960,0.1,13464,3,False,4.3
ORD-2025-00729,2025-01-16,Высоковск,Московская область,Центральный,Дом и ремонт,mobile_app,1,7470,0.0,7470,1,False,4.1
ORD-2025-00565,2025-01-16,Кемерово,Кемеровская область - Кузбасс,Сибирский,Хобби и спорт,mobile_app,1,4380,0.05,4161,4,False,4.3
ORD-2025-05396,2025-01-16,Шенкурск,Архангельская область,Северо-Западный,Услуги,partner,3,2840,0.15,7242,6,False,4.0
ORD-2025-05605,2025-01-16,Бирюсинск,Иркутская область,Сибирский,Детские товары,mobile_app,1,5340,0.0,5340,4,False,4.0
ORD-2025-00480,2025-01-16,Шилка,Забайкальский край,Дальневосточный,Хобби и спорт,partner,1,7580,0.15,6443,7,False,4.3
ORD-2025-01957,2025-01-16,Курчатов,Курская область,Центральный,Дом и ремонт,mobile_app,1,9790,0.0,9790,1,False,4.5
ORD-2025-05345,2025-01-16,Грозный,Чеченская Республика,Северо-Кавказский,Детские товары,call_center,2,5730,0.05,10887,2,False,4.6
ORD-2025-03786,2025-01-16,Махачкала,Республика Дагестан,Северо-Кавказский,Одежда,mobile_app,1,4180,0.0,4180,3,False,4.4
ORD-2025-01881,2025-01-16,Черногорск,Республика Хакасия,Сибирский,Детские товары,web,1,3870,0.0,3870,4,False,5.0
ORD-2025-04676,2025-01-16,Москва,Москва,Центральный,Электроника,web,2,15930,0.0,31860,1,False,4.2
ORD-2025-05842,2025-01-16,Болгар,Республика Татарстан,Приволжский,Детские товары,mobile_app,2,2990,0.05,5681,3,False,4.4
ORD-2025-04095,2025-01-16,Советск,Калининградская область,Северо-Западный,Хобби и спорт,mobile_app,1,12430,0.05,11808,1,False,5.0
ORD-2025-02941,2025-01-16,Дедовск,Московская область,Центральный,Авто,mobile_app,1,13240,0.1,11916,4,False,4.6
ORD-2025-02591,2025-01-16,Сергач,Нижегородская область,Приволжский,Услуги,mobile_app,2,11430,0.05,21717,3,False,5.0
ORD-2025-04813,2025-01-16,Донской,Тульская область,Центральный,Одежда,mobile_app,2,2150,0.0,4300,4,False,4.6
ORD-2025-01433,2025-01-16,Жуковский,Московская область,Центральный,Детские товары,mobile_app,1,3230,0.0,3230,6,False,4.5
ORD-2025-02281,2025-01-16,Сальск,Ростовская область,Южный,Дом и ремонт,web,1,4970,0.05,4722,5,False,4.1
ORD-2025-04461,2025-01-16,Неман,Калининградская область,Северо-Западный,Авто,web,1,8290,0.0,8290,3,False,5.0
ORD-2025-00209,2025-01-16,Приозерск,Ленинградская область,Северо-Западный,Детские товары,mobile_app,1,5520,0.0,5520,5,False,3.7
ORD-2025-01896,2025-01-16,Омск,Омская область,Сибирский,Дом и ремонт,call_center,1,11860,0.0,11860,4,False,4.8
ORD-2025-03808,2025-01-16,Камышлов,Свердловская область,Уральский,Дом и ремонт,partner,1,5960,0.1,5364,8,False,4.1
ORD-2025-02585,2025-01-16,Олонец,Республика Карелия,Северо-Западный,Электроника,web,1,19580,0.0,19580,3,False,4.7
ORD-2025-05917,2025-01-16,Краснодар,Краснодарский край,Южный,Одежда,mobile_app,1,2960,0.0,2960,7,True,3.1
ORD-2025-01792,2025-01-17,Нарткала,Кабардино-Балкарская Республика,Северо-Кавказский,Хобби и спорт,mobile_app,3,5560,0.1,15012,5,False,4.9
ORD-2025-05988,2025-01-17,Пикалево,Ленинградская область,Северо-Западный,Электроника,mobile_app,1,27420,0.0,27420,2,False,3.9
ORD-2025-05508,2025-01-17,Красноуфимск,Свердловская область,Уральский,Дом и ремонт,partner,1,4000,0.05,3800,6,False,4.8
ORD-2025-01488,2025-01-17,Новочебоксарск,Чувашская Республика,Приволжский,Дом и ремонт,mobile_app,1,8590,0.0,8590,3,False,4.3
ORD-2025-01251,2025-01-17,Братск,Иркутская область,Сибирский,Электроника,web,3,36510,0.0,109530,5,False,4.2
ORD-2025-03085,2025-01-17,Тюмень,Тюменская область,Уральский,Авто,mobile_app,1,7800,0.0,7800,2,False,4.8
ORD-2025-03858,2025-01-17,Владимир,Владимирская область,Центральный,Хобби и спорт,mobile_app,1,7430,0.0,7430,1,False,4.6
ORD-2025-00677,2025-01-17,Валуйки,Белгородская область,Центральный,Электроника,partner,1,29750,0.05,28262,3,False,4.6
ORD-2025-03370,2025-01-17,Талдом,Московская область,Центральный,Детские товары,mobile_app,1,2250,0.0,2250,3,False,4.8
ORD-2025-03637,2025-01-17,Звенигово,Республика Марий Эл,Приволжский,Дом и ремонт,web,1,7680,0.0,7680,2,False,4.9
ORD-2025-02366,2025-01-17,Дно,Псковская область,Северо-Западный,Одежда,web,1,3260,0.0,3260,6,False,4.9
ORD-2025-02221,2025-01-17,Майкоп,Республика Адыгея,Южный,Электроника,web,1,14270,0.05,13556,4,False,5.0
ORD-2025-01233,2025-01-17,Судак,Республика Крым,Южный,Авто,mobile_app,1,7320,0.05,6954,5,False,4.1
ORD-2025-01152,2025-01-17,Грозный,Чеченская Республика,Северо-Кавказский,Одежда,mobile_app,1,5070,0.0,5070,2,False,4.9
ORD-2025-02357,2025-01-17,Вологда,Вологодская область,Северо-Западный,Электроника,mobile_app,1,33840,0.0,33840,4,False,5.0
ORD-2025-00841,2025-01-17,Серов,Свердловская область,Уральский,Электроника,mobile_app,1,27810,0.1,25029,2,False,5.0
ORD-2025-05575,2025-01-17,Моздок,Республика Северная Осетия – Алания,Северо-Кавказский,Авто,partner,1,10940,0.05,10393,4,False,4.2
ORD-2025-03257,2025-01-17,Санкт-Петербург,Санкт-Петербург,Северо-Западный,Одежда,mobile_app,1,5270,0.0,5270,4,False,3.9
ORD-2025-00526,2025-01-17,Пустошка,Псковская область,Северо-Западный,Одежда,mobile_app,1,3980,0.0,3980,3,False,4.8
ORD-2025-02309,2025-01-17,Краснокамск,Пермский край,Приволжский,Авто,mobile_app,1,25870,0.1,23283,3,False,4.6
ORD-2025-00789,2025-01-17,Дальнереченск,Приморский край,Дальневосточный,Одежда,call_center,3,10190,0.0,30570,4,False,4.5
ORD-2025-01890,2025-01-17,Киренск,Иркутская область,Сибирский,Дом и ремонт,mobile_app,1,11700,0.05,11115,4,False,4.8
ORD-2025-04648,2025-01-17,Саранск,Республика Мордовия,Приволжский,Электроника,mobile_app,1,32430,0.0,32430,2,False,4.6
ORD-2025-04437,2025-01-17,Краснодар,Краснодарский край,Южный,Услуги,web,1,6750,0.15,5738,3,False,5.0
ORD-2025-03559,2025-01-17,Солнечногорск,Московская область,Центральный,Детские товары,mobile_app,1,5190,0.0,5190,5,False,4.9
ORD-2025-04141,2025-01-17,Усть-Илимск,Иркутская область,Сибирский,Одежда,mobile_app,2,3950,0.0,7900,4,False,4.5
ORD-2025-01109,2025-01-17,Армавир,Краснодарский край,Южный,Одежда,web,2,2060,0.05,3914,6,False,4.9
ORD-2025-05690,2025-01-17,Кизляр,Республика Дагестан,Северо-Кавказский,Дом и ремонт,web,2,5440,0.0,10880,3,False,4.9
ORD-2025-00289,2025-01-17,Сафоново,Смоленская область,Центральный,Дом и ремонт,web,1,6030,0.0,6030,2,False,4.6
ORD-2025-03290,2025-01-17,Дзержинск,Нижегородская область,Приволжский,Электроника,mobile_app,1,13460,0.0,13460,4,False,5.0
ORD-2025-04904,2025-01-17,Бор,Нижегородская область,Приволжский,Дом и ремонт,web,1,5260,0.0,5260,7,False,4.5
ORD-2025-05929,2025-01-17,Балахна,Нижегородская область,Приволжский,Электроника,web,1,11220,0.0,11220,3,False,4.8
ORD-2025-04895,2025-01-17,Лениногорск,Республика Татарстан,Приволжский,Одежда,mobile_app,2,4780,0.1,8604,3,False,4.7
ORD-2025-01104,2025-01-18,Заречный,Пензенская область,Приволжский,Электроника,partner,1,19560,0.0,19560,3,False,5.0
ORD-2025-04356,2025-01-18,Кондрово,Калужская область,Центральный,Одежда,partner,2,6720,0.0,13440,2,True,3.5
ORD-2025-02121,2025-01-18,Собинка,Владимирская область,Центральный,Услуги,mobile_app,1,4530,0.0,4530,4,False,4.8
ORD-2025-01278,2025-01-18,Анадырь,Чукотский автономный округ,Дальневосточный,Авто,call_center,1,16970,0.0,16970,4,False,4.9
ORD-2025-05186,2025-01-18,Чебаркуль,Челябинская область,Уральский,Дом и ремонт,web,1,7740,0.05,7353,5,False,4.0
ORD-2025-03130,2025-01-18,Нижнеудинск,Иркутская область,Сибирский,Хобби и спорт,mobile_app,1,3840,0.05,3648,9,False,4.4
ORD-2025-04555,2025-01-18,Москва,Москва,Центральный,Дом и ремонт,mobile_app,3,17640,0.0,52920,2,False,4.4
ORD-2025-03411,2025-01-18,Урай,Тюменская область,Уральский,Услуги,partner,1,4700,0.0,4700,6,False,4.7
ORD-2025-01790,2025-01-18,Сортавала,Республика Карелия,Северо-Западный,Электроника,mobile_app,1,16780,0.1,15102,2,False,5.0
ORD-2025-05027,2025-01-18,Бежецк,Тверская область,Центральный,Авто,web,1,25930,0.0,25930,4,False,4.5
ORD-2025-03569,2025-01-18,Джанкой,Республика Крым,Южный,Электроника,mobile_app,2,26160,0.0,52320,7,False,4.7
ORD-2025-01632,2025-01-18,Новокузнецк,Кемеровская область - Кузбасс,Сибирский,Дом и ремонт,mobile_app,1,5460,0.05,5187,5,False,5.0
ORD-2025-01260,2025-01-18,Петрозаводск,Республика Карелия,Северо-Западный,Электроника,web,3,12320,0.0,36960,4,False,4.5
ORD-2025-01904,2025-01-18,Сенгилей,Ульяновская область,Приволжский,Авто,mobile_app,2,10640,0.15,18088,3,False,4.6
ORD-2025-01995,2025-01-18,Мурино,Ленинградская область,Северо-Западный,Хобби и спорт,web,1,2240,0.0,2240,2,False,4.7
ORD-2025-01416,2025-01-18,Богданович,Свердловская область,Уральский,Дом и ремонт,web,3,14210,0.0,42630,8,False,4.8
ORD-2025-04640,2025-01-18,Белебей,Республика Башкортостан,Приволжский,Электроника,call_center,1,13900,0.0,13900,2,False,5.0
ORD-2025-03970,2025-01-18,Шахты,Ростовская область,Южный,Авто,mobile_app,1,19300,0.0,19300,2,False,4.8
ORD-2025-04702,2025-01-18,Радужный,Тюменская область,Уральский,Авто,mobile_app,1,18730,0.05,17794,4,False,4.6
ORD-2025-01834,2025-01-18,Чебоксары,Чувашская Республика,Приволжский,Одежда,web,2,2600,0.0,5200,7,False,4.3
ORD-2025-04282,2025-01-18,Курчатов,Курская область,Центральный,Авто,web,1,9670,0.05,9186,4,False,4.5
ORD-2025-03339,2025-01-18,Снежинск,Челябинская область,Уральский,Детские товары,mobile_app,1,3080,0.05,2926,5,False,4.4
ORD-2025-04472,2025-01-18,Луховицы,Московская область,Центральный,Одежда,mobile_app,2,3210,0.05,6099,2,False,5.0
ORD-2025-01013,2025-01-18,Юрьевец,Ивановская область,Центральный,Одежда,web,1,5480,0.0,5480,3,False,4.5
ORD-2025-03000,2025-01-18,Талица,Свердловская область,Уральский,Хобби и спорт,mobile_app,1,4620,0.0,4620,4,False,4.8
ORD-2025-05881,2025-01-18,Корсаков,Сахалинская область,Дальневосточный,Одежда,mobile_app,1,6830,0.0,6830,4,False,4.6
ORD-2025-02833,2025-01-18,Урай,Тюменская область,Уральский,Детские товары,mobile_app,1,2250,0.05,2138,3,False,4.4
ORD-2025-05666,2025-01-18,Тосно,Ленинградская область,Северо-Западный,Услуги,mobile_app,1,8260,0.05,7847,2,False,4.7
ORD-2025-05571,2025-01-18,Данков,Липецкая область,Центральный,Дом и ремонт,web,1,1590,0.1,1431,1,False,4.6
ORD-2025-00312,2025-01-18,Западная Двина,Тверская область,Центральный,Хобби и спорт,call_center,1,3850,0.0,3850,3,False,4.5
ORD-2025-02972,2025-01-18,Окуловка,Новгородская область,Северо-Западный,Авто,call_center,2,17440,0.0,34880,3,False,5.0
ORD-2025-05923,2025-01-18,Хабаровск,Хабаровский край,Дальневосточный,Электроника,web,1,12870,0.05,12226,6,False,4.8
ORD-2025-03060,2025-01-18,Новокузнецк,Кемеровская область - Кузбасс,Сибирский,Авто,call_center,1,14510,0.0,14510,7,False,4.8
ORD-2025-00439,2025-01-18,Ленинск-Кузнецкий,Кемеровская область - Кузбасс,Сибирский,Дом и ремонт,mobile_app,1,4840,0.1,4356,7,False,3.8
ORD-2025-02955,2025-01-18,Бахчисарай,Республика Крым,Южный,Дом и ремонт,web,1,7220,0.0,7220,3,False,4.9
